tag_code_or_release_id,tag_type,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,record_origin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
"!03NOCN0855",,"1","1","2008","20090505","20090508","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B",,"1.6","53","N",,,,,"0000","62444",,,"B",,,,,"52,039 ON HAND FOR 2010 SMOLT 1+ RELEASE.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","62444","0"
"185926","12","1","1","2006","20080423","20080425","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.03","107","N","5000","44970",,,"0000","2230","5000","455","B","0.01","30","300",,"ALSO SEE TAGCODES 185936 & 185935.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","44970","0","455","2230","0"
"185935","12","1","1","2006","20080423","20080425","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.03","107","N","5000","56661",,,"0000","2230",,,"B",,"30","300",,"ALSO SEE TAGCODES 185936 & 185926.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","56661","0","0","2230","0"
"!03NOCN8112",,"1","1","1981","19820515","19820515","2FS  TOMMR0253","2FS  TOMMH0253","2FS  TOMMS0253","E","H","B","VO","0.5",,"N",,,,,"0000","2500",,,,,,,,,"R-Nicola R","H-Nicola River Inc","S-Nicola R","N","0","0","0","2500","0"
"!03NOCN05139",,"1","1","2005","20070417","20070418","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"12.88","106","N",,,,,"0000","67323",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","67323","0"
"020738","0","1","1","1989","19910408","19910411","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"19","117","N","5000","25114",,,"0000","35175","5000","28","W","0.0011","105","1055",,"TIME OF RELEASE: NORMAL 1+ SM. SEE ALSO 020739","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25114","0","28","35175","0"
"020742","0","1","1","1989","19910403","19910405","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"17.5","117","N","5000","24961",,,"0000","11156","5000","50","W","0.002","215","1071",,"TIME OF RELEASE:YEARLING","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","24961","0","50","11156","0"
"020743","0","1","1","1989","19910403","19910405","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"17.5","117","N","5000","25032",,,"0000","11188","5000","50","W","0.002","215","1070",,"TIME OF RELEASE:YEARLING","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","25032","0","50","11188","0"
"020353","0","1","1","1989","19900425","19900426","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"6.2","83","N","5000","24955",,,"0000","39379","5000","278","W","0.011","1","200",,"TIME AND SIZE:NORMAL. SEE ALSO 020416, 020417.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24955","0","278","39379","0"
"021555","0","1","1","1990","19910503","19910510","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"8.1","85","N","5000","75044",,,"0000","55880","5000","226","W","0.003","30","2000",,"TIME OF RELEASE: NORMAL SIZE & TIME AT RELEASE. SEE 021556.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","75044","0","226","55880","0"
"182732","0","1","1","1995","19970501","19970507","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17.5","112","N","5000","50275",,,"0000","39492","5000","507","B","0.01","1","500",,"FED HI RATION. SEE 182731-LO RATION GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","50275","0","507","39492","0"
"!03NOCN1394",,"1","1","2013","20140410","20140410","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","P","FR","1.89","54","N",,,,,"0000","3064",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","3064","0"
"020417","0","1","1","1989","19900425","19900426","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"6.2","83","N","5000","24799",,,"0000","39133","5000","276","W","0.011","1","200",,"TIME OF RELEASE:NORMAL.SEE ALSO 020353, 020416.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24799","0","276","39133","0"
"020418","0","1","1","1989","19900523","19900530","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"8.6","91","N","5000","24816",,,"0000","43544","5000","251","W","0.01","60","671",,"TIME OF RELEASE: LATE. RIVER AT FULL FLOOD,HIGH,FAST.SEE ALSO 020419-20","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24816","0","251","43544","0"
"020420","0","1","1","1989","19900523","19900530","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"8.6","91","N","5000","24852",,,"0000","43607","5000","251","W","0.01","60","671",,"TIME OF RELEASE: LATE. RIVER AT FULL FLOOD,HIGH,FAST.SEE 020418-19.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24852","0","251","43607","0"
"022818","0","1","1","1984","19850404","19850405","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P",,"6.1",,"N","5000","41073",,,"0000","2398","5000","1010",,"0.024","1",,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","41073","0","1010","2398","0"
"022821","0","1","1","1984","19850409","19850413","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"5",,"N","5000","32962",,,"5000","678",,,,"0.0202","1",,,"IMPRINTED","R-Nicola R","H-Spius Creek H","S-Nicola R","N","32962","0","678","0","0"
"!03NOCN8880",,"1","1","1988","19890404","19890523","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.3",,"N",,,,,"0000","350042",,,"W",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","350042","0"
"!03NOCN03111",,"1","1","2003","20040906","20040906","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"1.23","49","N",,,,,"0000","23032",,,"W",,,,,"RELEASED IN UPPER NICOLA R.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","23032","0"
"!03NOCN08104",,"1","1","2008","20100412","20100413","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"19.07","116","N",,,,,"0000","47584",,,"W",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","47584","0"
"!03NOCN02114",,"1","1","2002","20040414","20040415","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"17.3","115","N",,,,,"0000","60385",,,"W",,,,,"RELEASED AT CONFLUENCE MAKA AND SPIUS (FIJI) CREEKS","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","60385","0"
"!03NOCN02115",,"1","1","2002","20040416","20040420","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"15.3","112","N",,,,,"0000","89052",,,"W",,,,,"RELEASED AT COQUIHALLA LAKES TURNOFF","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","89052","0"
"!03NOCN0046",,"1","1","2000","20010628","20010629","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"1.83","56","N",,,,,"0000","35338",,,"W",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","35338","0"
"!03NOCN96121",,"1","1","1996","19980430","19980501","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"18.8","117","N",,,,,"0000","30576",,,"W",,,,,"YEARLING RELEASE","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","30576","0"
"!03NOCN96122",,"1","1","1996","19980409","19980414","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"21.4","119","N",,,,,"0000","49939",,,"W",,,,,"REL'D GROWOUT POND BY NWSFA","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","49939","0"
"025517","0","1","1","1988","19890426","19890508","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P",,"6","80","N","5000","50416",,,"0000","37459","5000","252",,"0.005","1",,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","50416","0","252","37459","0"
"!03NOCN01121",,"1","1","2001","20020617","20020617","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"3.07","66","N",,,,,"0000","19803",,,"W",,,,,"FED FRY RELEASED ABOVE CONFLUENCE WITH JULIET CREEK.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","19803","0"
"!03NOCN01122",,"1","1","2001","20030414","20030415","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"14.7","111","N",,,,,"0000","85385",,,"W",,,,,"14800 RELEASED FROM ACCLIMATION POND, REST TO UPPER COLDWATER.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","85385","0"
"!03NOCN01123",,"1","1","2001","20030416","20030417","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"16.77","114","N",,,,,"0000","66761",,,"W",,,,,"RELEASED AT CONFLUENCE OF MAKA & SPIUS CREEKS.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","66761","0"
"!03NOCN0472",,"1","1","2004","20050505","20050505","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B",,"0.99","45","N",,,,,"0000","18647",,,"B",,,,,"RELEASED AT SIX DIFFERENT SITES IN UPPER SPIUS CREEK","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","18647","0"
"!03NOCN0474",,"1","1","2004","20050505","20050505","2FS  TOMMR6683","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B",,"0.99","45","N",,,,,"0000","11374",,,"B",,,,,"RELEASED AT TWO DIFFERENT SITES IN UPPER MAKA CREEK","R-Maka Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","11374","0"
"!03NOCN99105",,"1","1","1999","20000427","20000427","2FS  TOMMR6276","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"3.38","65","N",,,,,"0000","15000",,,"W",,,,,,"R-Spahomin Cr","H-Spius Creek H","S-Nicola R","N","0","0","0","15000","0"
"183493","12","1","1","2012","20140423","20140428","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.6","110","N","5000","22340",,,"5000","314",,,"B","0.0139",,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","22340","0","314","0","0"
"182126","0","1","1","1998","20000413","20000415","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"16.58","113","N","5000","17286",,,"0000","12184","5000","1585","W","0.084","30","300",,"EXTENDED REARING. SEE ALSO 182127.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","17286","0","1585","12184","0"
"025856","0","1","1","1988","19900305","19900309","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17","110","N","5000","25381",,,"0000","15035","5000","128","B","0.005","210",,,"TIME OF RELEASE: EARLY 1+ SM. SEE ALSO 025857.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25381","0","128","15035","0"
"025857","0","1","1","1988","19900305","19900309","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17","110","N","5000","25709",,,"0000","15035","5000","129","B","0.005","210",,,"TIME OF RELEASE: EARLY 1+ SM. SEE ALSO 025856.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25709","0","129","15035","0"
"025858","0","1","1","1988","19900418","19900419","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17","110","N","5000","25366",,,"0000","18978","5000","25","B","0.001","240",,,"TIME OF RELEASE: NORMAL 1+ SM. SEE ALSO 025859.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25366","0","25","18978","0"
"025859","0","1","1","1988","19900418","19900419","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17","110","N","5000","25368",,,"0000","18978","5000","25","B","0.001","240",,,"TIME OF RELEASE: NORMAL 1+ SM. SEE ALSO 025858.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25368","0","25","18978","0"
"182383","12","1","1","2010","20120419","20120424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.3","107","N","5000","51223",,,"5000","2235","0000","864","B","0.042",,,,"BKD present in this release group","R-Nicola R","H-Spius Creek H","S-Nicola R","N","51223","0","2235","864","0"
"182384","12","1","1","2010","20120419","20120424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.3","107","N","5000","51745",,,"5000","1164","0000","207","B","0.022",,,,"BKD present in this release group","R-Nicola R","H-Spius Creek H","S-Nicola R","N","51745","0","1164","207","0"
"!03NOCN8714",,"1","1","1987","19880405","19880418","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","P",,"3.1",,"N",,,,,"0000","151941",,,,,,,,,"R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","0","0","0","151941","0"
"!03NOCN8716",,"1","1","1987","19880420","19880503","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P",,"5.5",,"N",,,,,"0000","194270",,,,,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","194270","0"
"!03NOCN8814",,"1","1","1988","19890421","19890502","2FS  TOMMR0254","2FS  TOMMH0160","2FS  TOMMS0254","S","H","P",,"6",,"N",,,,,"0000","94098",,,"W",,,,,,"R-Deadman R","H-Spius Creek H","S-Deadman R","N","0","0","0","94098","0"
"!03NOCN8815",,"1","1","1988","19890426","19890504","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","P",,"5.4",,"N",,,,,"0000","181224",,,"W",,,,,,"R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","0","0","0","181224","0"
"180301","0","1","1","1990","19920427","19920428","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"24.4","129","N","5000","24815",,,"0000","2819","5000","125","W","0.005","33","1000",,"TIME OF RELEASE: YEARLING","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","24815","0","125","2819","0"
"023038","0","1","1","1984","19850409","19850413","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"5",,"N","5000","30830",,,"5000","926",,,,"0.0292","1",,,"IMPRINTED","R-Nicola R","H-Spius Creek H","S-Nicola R","N","30830","0","926","0","0"
"023039","0","1","1","1984","19850409","19850413","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.6",,"N","5000","27374",,,"0000","7771","5000","974",,"0.0344","1",,,"CONTROL FOR IMPRINT GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","27374","0","974","7771","0"
"!03NOCN8916",,"1","1","1989","19900412","19900427","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P",,"9","92","N",,,,,"0000","120450",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","120450","0"
"180304","0","1","1","1990","19920325","19920424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"20.4","118","N","5000","24964",,,"0000","46855","5000","75","W","0.003","27","666",,"TIME OF RELEASE: YEARLING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24964","0","75","46855","0"
"180305","0","1","1","1990","19920325","19920424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"20.4","118","N","5000","24932",,,"0000","46795","5000","75","W","0.003","27","666",,"TIME OF RELEASE: YEARLING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24932","0","75","46795","0"
"180306","0","1","1","1990","19920325","19920424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"20.4","118","N","5000","25363",,,"0000","47603","5000","76","W","0.003","27","666",,"TIME OF RELEASE: YEARLING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25363","0","76","47603","0"
"024563","0","1","1","1986","19870908","19870915","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"9.6",,"N","5000","20913",,,"0000","7368","5000","426",,"0.02","1",,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","20913","0","426","7368","0"
"024601","0","1","1","1986","19870908","19870915","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"9.6",,"N","5000","25400",,,"0000","8949","5000","520",,"0.0201","1",,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","25400","0","520","8949","0"
"024607","0","1","1","1986","19870403","19870506","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P",,"5.8",,"N","5000","50787",,,"0000","75220","5000","513",,"0.01","1",,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","50787","0","513","75220","0"
"024528","0","1","1","1986","19870415","19870421","2FS  TOMMR0254","2FS  TOMMH0160","2FS  TOMMS0254","S","H","P",,"4.6",,"N","5000","25942",,,"0000","1912","5000","262",,"0.01","1",,,,"R-Deadman R","H-Spius Creek H","S-Deadman R","N","25942","0","262","1912","0"
"024529","0","1","1","1986","19870415","19870421","2FS  TOMMR0254","2FS  TOMMH0160","2FS  TOMMS0254","S","H","P",,"4.6",,"N","5000","26455",,,"0000","1949","5000","267",,"0.01","1",,,,"R-Deadman R","H-Spius Creek H","S-Deadman R","N","26455","0","267","1949","0"
"023310","0","1","1","1985","19860408","19860416","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"5.4",,"N","5000","74530",,,"5000","3920",,,,"0.05","1",,,"IMPRINT","R-Nicola R","H-Spius Creek H","S-Nicola R","N","74530","0","3920","0","0"
"023311","0","1","1","1985","19860408","19860416","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"7",,"N","5000","71610",,,"0000","124000","5000","5390",,"0.07","1",,,"CONTROL FOR IMPRINT GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","71610","0","5390","124000","0"
"185237","12","1","1","2005","20070425","20070425","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"16.69","112","N","5000","27776",,,"5000","92",,,,"0.0033","30","301",,"SAME RELEASE SITES AS 185236","R-Nicola R","H-Spius Creek H","S-Nicola R","N","27776","0","92","0","0"
"185516","12","1","1","2002","20040324","20040422","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"12.9","104","N","5000","42198",,,"0000","45032","5000","865","W","0.0201","30","600",,"SEE ALSO 185517. VARIETY OF RELEASE SITES.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","42198","0","865","45032","0"
"185517","12","1","1","2002","20040324","20040421","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"12.9","105","N","5000","46685",,,"0000","48113","5000","93","W","0.002","30","600",,"SEE ALSO 185516. VARIETY OF RELEASE SITES.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","46685","0","93","48113","0"
"023535","0","1","1","1985","19870416","19870421","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"15.2",,"N","5000","19380",,,"0000","5622","5000","1450",,"0.0696","210",,,"TIME OF RELEASE: YEARLING; COMBINE WITH 024057","R-Nicola R","H-Spius Creek H","S-Nicola R","N","19380","0","1450","5622","0"
"180349","0","1","1","1991","19920331","19920430","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","P",,"3.9","70","N","5000","74949",,,"0000","77450","5000","452","W","0.006","1","800",,,"R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","74949","0","452","77450","0"
"180353","0","1","1","1991","19920622","19920623","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"6.8","85","W","5000","75075",,,"0000","26673","5000","302","B","0.004","1","300",,"TIME OF REL: LATE.GROUP SUFFERED STRESS + MORTS WHEN REL'D IN HI TEMP WATER","R-Nicola R","H-Spius Creek H","S-Nicola R","N","75075","0","302","26673","0"
"!03NOCN98118",,"1","1","1998","20000418","20000420","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","B",,"19.13","177","N",,,,,"0000","26063",,,"W",,,,,"EXTENDED REARING.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","26063","0"
"!03NOCN98121",,"1","1","1998","19990421","19990421","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"1.4",,"N",,,,,"0000","5435",,,"B",,,,,"FED FRY RELEASE. BKD-POSITIVE-FEMALE PRODUCTION.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","5435","0"
"184050","0","1","1","2003","20050429","20050502","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"16","112","N","5000","11042",,,"0000","9901","5000","112","W","0.01","30","300",,"SEE ALSO 181915-17 & 184051.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","11042","0","112","9901","0"
"!03NOCN9683",,"1","1","1996","19970618","19970619","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"1.7","55","N",,,,,"0000","158126",,,"W",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","158126","0"
"!03NOCN1292",,"1","1","2012","20140414","20140415","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P","FR","15.17","109","N",,,,,"0000","42100",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","42100","0"
"!03NOCN1293",,"1","1","2012","20140416","20140417","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P","FR","16.5","112","N",,,,,"0000","56590",,,"B",,,,,"Released to Fiji (2/3) and Maka Creek (1/3)","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","56590","0"
"184580","12","1","1","2016","20180501","20180503","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","17.5","113","N","5000","55539",,,"5000","1178",,,"B","0.0208","180","3130",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","55539","0","1178","0","0"
"!03NOCN13100",,"1","1","2013","20150413","20150414","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B","MX","19.66","118","N",,,,,"0000","24865",,,"W",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","24865","0"
"!03NOCN1570",,"1","1","2015","20160614","20160614","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","P","FR","1.1",,"N",,,,,"0000","6626",,,"B",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","6626","0"
"!03NOCN1465",,"1","1","2014","20150508","20150508","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B","MX","1.98","62","N",,,,,"0000","7590",,,"W",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","7590","0"
"!03NOCN1466",,"1","1","2014","20150505","20150506","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B","MX","2.41",,"N",,,,,"0000","47688",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","47688","0"
"!03NOCN1467",,"1","1","2014","20150627","20150627","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B","MX","1.6",,"N",,,,,"0000","28303",,,"B",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","28303","0"
"184183","12","1","1","2015","20170501","20170503","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","16.21",,"N","5000","51923",,,"5000","5393",,,"B","0.0941",,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","51923","0","5393","0","0"
"!03NOCN14100",,"1","1","2014","20160411","20160413","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P","FR","23",,"N",,,,,"0000","33685",,,"W",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","33685","0"
"!03NOCN16111",,"1","1","2016","20180425","20180425","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P","FR","16","110","N",,,,,"0000","52609",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","52609","0"
"!03NOCN1654",,"1","1","2016","20170609","20170609","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","P","FR","2.99","61","N",,,,,"0000","33292",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","33292","0"
"!03NOCN1655",,"1","1","2016","20170620","20170620","2FS  TOMMR6276","2FS  TOMMH0160","2FS  TOMMS0253","F","H","P","FR","1.88","55","N",,,,,"0000","10587",,,"B",,,,,,"R-Spahomin Cr","H-Spius Creek H","S-Nicola R","N","0","0","0","10587","0"
"!03NOCN1657",,"1","1","2016","20170608","20170608","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","P","FR","2.92","61","N",,,,,"0000","30225",,,"B",,,,,"Thermal mark applied but too light to easily observe.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","30225","0"
"183871","12","1","1","2014","20160419","20160421","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.96",,"N","5000","13028",,,,,,,"B",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","13028","0","0","0","0"
"185235","12","1","1","2005","20070424","20070424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"15.82","112","N","5000","21830",,,"5000","66",,,,"0.003","30","301",,"RELEASE SITES SAME AS 185234","R-Nicola R","H-Spius Creek H","S-Nicola R","N","21830","0","66","0","0"
"!03NOCN1392",,"1","1","2013","20140513","20140513","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","P","FR","2.2",,"N",,,,,"0000","10080",,,"B",,,,,"Released  because of the BKD value of the female adults.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","10080","0"
