tag_code_or_release_id,tag_type,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,record_origin,tagged_adclipped,tagged_unclipped,untagged_adclipped,untagged_unclipped,untagged_unknown
"026350","0","1","1","1992","199304","19930407","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"3.3","60","N","5000","15613",,,"0000","3428",,,"W",,"1",,,"WHITECREST-REP 1","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","15613","0","0","3428","0"
"181692","12","1","1","2010","20120419","20120424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.3","107","N","5000","20617",,,"0000","362","5000","348","B","0.0166",,,,"BKD was present in this release group.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","20617","0","348","362","0"
"!03NOCN9407",,"1","1","1994","199505","19950501","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P",,"7.9","43","N",,,,,"0000","23405",,,"W",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","23405","0"
"020416","0","1","1","1989","19900425","19900426","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"6.2","83","N","5000","24861",,,"0000","39231","5000","277","W","0.011","1","200",,"TIME OF RELEASE-NORMAL. SEE ALSO 020353, 020417.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24861","0","277","39231","0"
"!03NOCN03115",,"1","1","2003","20040527","20040527","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B",,"1.58","51","N",,,,,"0000","14336",,,"B",,,,,"FRY FROM LIGHT BKD+ FEMALES. RELEASED IN UP MAKA & AT MAKA/SPIUS CONFLUENCE.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","14336","0"
"!03NOCN9935",,"1","1","1999","20000420","20000420","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B",,"3.54","67","N",,,,,"0000","29991",,,"W",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","29991","0"
"026349","0","1","1","1992","199304","19930414","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","S","H","B",,"4.3","70","N","5000","16655",,,"0000","1773","5000","170","W","0.0101","1",,,"MOORE CLARK-REP 2","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","16655","0","170","1773","0"
"181774","12","1","1","2011","20130424","20130424","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","18.19","116","N","5000","39364",,,"0000","1246","5000","331","B","0.0083","194","960",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","39364","0","331","1246","0"
"!03NOCN0045",,"1","1","2000","20010529","20010529","2FS  TOMMR6276","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"1.17","46","N",,,,,"0000","20025",,,"B",,,,,,"R-Spahomin Cr","H-Spius Creek H","S-Nicola R","N","0","0","0","20025","0"
"!03NOCN01120",,"1","1","2001","20020628","20020718","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"2.83","62","N",,,,,"0000","30125",,,"W",,,,,"FED FRY RELEASED FROM ACCLIMATION POND AND TO VARIOUS PARTS OF RIVER.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","30125","0"
"!03NOCN93104",,"1","1","1993","199505","19950501","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","B",,"23.6","227","N",,,,,"0000","56816",,,"B",,,,,"YEARLING RELEASE","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","56816","0"
"!03NOCN1019",,"1","1","2010","20110615","20110615","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","P","FR","3.52","66","N",,,,,"0000","18656",,,"W",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","18656","0"
"!03NOCN1021",,"1","1","2010","20110510","20110511","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","P","FR","1.75","51","N",,,,,"0000","15428",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","15428","0"
"!03NOCN8616",,"1","1","1986","198707","19870728","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"3.9",,"N",,,,,"0000","44900",,,,,,,,"SURPLUS FISH","R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","44900","0"
"!03NOCN1395",,"1","1","2013","20140520","20140520","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","P","FR","1.82","52","N",,,,,"0000","4154",,,"B",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","4154","0"
"182863","0","1","1","1996","19980428","19980430","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"18.8","118","N","5000","49649",,,"0000","21920","5000","1013","W","0.02","1","500",,"YEARLING RELEASE. FED HIGH RATION. SEE 182862-LO RATION","R-Nicola R","H-Spius Creek H","S-Nicola R","N","49649","0","1013","21920","0"
"181916","0","1","1","2003","20050429","20050502","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"16","112","N","5000","22733",,,"0000","20241","5000","68","W","0.003","30","300",,"SEE ALSO 181915, 181917 & 184050-51.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","22733","0","68","20241","0"
"!03NOCN9934",,"1","1","1999","20000427","20000427","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"3.77","69","N",,,,,"0000","56077",,,"W",,,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","56077","0"
"!03NOCN9936",,"1","1","1999","20000616","20000616","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"2.13","57","N",,,,,"0000","11000",,,"W",,,,,"FED FRY RELEASE. BKD-POSITIVE-FEMALE PRODUCTION.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","11000","0"
"181642","0","1","1","1993","19950508","19950511","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"20.7","223","N","5000","23048",,,"0000","48501","5000","304","W","0.013","1","500",,"YEARLING RELEASE","R-Nicola R","H-Spius Creek H","S-Nicola R","N","23048","0","304","48501","0"
"181643","0","1","1","1993","19950508","19950511","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"21.4","223","N","5000","22520",,,"0000","47636",,,"W",,"1","500",,"YEARLING RELEASE","R-Nicola R","H-Spius Creek H","S-Nicola R","N","22520","0","0","47636","0"
"181953","0","1","1","1994","19960506","19960508","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17.3","117","N","5000","49541",,,"0000","15803","5000","500","W","0.01","1","500",,"YEARLING RELEASE","R-Nicola R","H-Spius Creek H","S-Nicola R","N","49541","0","500","15803","0"
"025739","0","1","1","1988","198904","19890417","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.5","78","N","5000","26051",,,"0000","45492","5000","182",,"0.0069","1",,,"CONTROL FOR IMPRINT GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","26051","0","182","45492","0"
"025740","0","1","1","1988","198904","19890417","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.5","78","N","5000","25354",,,"0000","44275","5000","101",,"0.004","1",,,"CONTROL FOR IMPRINT GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25354","0","101","44275","0"
"181380","12","1","1","2009","20110427","20110428","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","17.92","120","N","5000","51365",,,"0000","1854","5000","1317","B","0.025","30","321",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","51365","0","1317","1854","0"
"182127","0","1","1","1998","20000413","20000415","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"16.58","113","N","5000","17201",,,"0000","12183","5000","1577","W","0.084","30","300",,"EXTENDED REARING. SEE ALSO 182126.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","17201","0","1577","12183","0"
"!03NOCN9732",,"1","1","1997","199805","19980501","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"4.2","69","N",,,,,"0000","43490",,,"W",,,,,"REL'D TO SPAHOMIN GROWOUT POND","R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","43490","0"
"180183","12","1","1","2007","20090423","20090423","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17.82","114","N","5000","49226",,,"5000","2051","0000","222","B","0.04","30","300",,"ALSO SEE TAGCODES 180184 & 180189","R-Nicola R","H-Spius Creek H","S-Nicola R","N","49226","0","2051","222","0"
"180184","12","1","1","2007","20090424","20090427","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17.82","116","N","5000","53692",,,"5000","984","0000","242","B","0.018","30","300",,"ALSO SEE TAGCODES 180183 & 180189","R-Nicola R","H-Spius Creek H","S-Nicola R","N","53692","0","984","242","0"
"024859","0","1","1","1988","198904","19890417","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","B",,"5","77","N","5000","25735",,,"5000","104",,,,"0.004","1",,,"IMPRINT","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25735","0","104","0","0"
"025204","0","1","1","1987","19880414","19880419","2FS  TOMMR0254","2FS  TOMMH0160","2FS  TOMMS0254","S","H","P",,"4.3","70","N","5000","25594",,,"0000","33849","5000","206","W","0.008","1",,,"ALSO SEE 025203","R-Deadman R","H-Spius Creek H","S-Deadman R","N","25594","0","206","33849","0"
"182217","0","1","1","1999","20010426","20010427","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.76","108","N","5000","25014",,,"0000","14478","5000","253","W","0.01","30","300",,"EXTENDED REARING. SEE ALSO 182216/18.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25014","0","253","14478","0"
"025150","0","1","1","1987","19880405","19880502","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.4","67","N","5000","26943",,,"0000","80132","5000","751","W","0.0271","1",,,"TIME OF RELEASE-NORMAL SPRING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","26943","0","751","80132","0"
"!03NOCN8917",,"1","1","1989","19900427","19900607","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","S","H","P",,"8.7","91","N",,,,,"0000","174760",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","174760","0"
"181755","0","1","1","1993","19950503","19950515","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"25.2","125","N","5000","25125",,,"5000","126",,,,"0.005","1","100",,"REL'D SPAHOMIN SMOLT POND- AFS","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25125","0","126","0","0"
"182731","0","1","1","1995","19970501","19970507","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.4","105","N","5000","49898",,,"0000","62177","5000","760","B","0.015","1","500",,"FED LO RATION. SEE 182732-HI RATION","R-Nicola R","H-Spius Creek H","S-Nicola R","N","49898","0","760","62177","0"
"024057","0","1","1","1985","19870416","19870421","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"15.2",,"N","5000","29005",,,"0000","8413","5000","2180",,"0.0699","210",,,"TIME OF RELEASE: YEARLING; COMBINE WITH 023535","R-Nicola R","H-Spius Creek H","S-Nicola R","N","29005","0","2180","8413","0"
"024706","0","1","1","1986","19870918","19870923","2FS  TOMMR0252","2FS  TOMMH0160","2FS  TOMMS0252","F","H","B",,"10.1",,"N","5000","25697",,,"0000","8839","5000","795",,"0.03","1",,,"TIME OF RELEASE: FALL; COMBINE WITH 024705","R-Bonaparte R","H-Spius Creek H","S-Bonaparte R","N","25697","0","795","8839","0"
"025432","0","1","1","1987","19890310","19890331","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"18","112","N","5000","26953",,,"0000","12937","5000","135","W","0.005","1",,,"TIME OF RELEASE: YEARLING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","26953","0","135","12937","0"
"025201","0","1","1","1987","19880405","19880502","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.4","67","N","5000","25738",,,"0000","76549","5000","103","W","0.004","1",,,"TIME OF RELEASE-NORMAL SPRING","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25738","0","103","76549","0"
"025203","0","1","1","1987","19880414","19880419","2FS  TOMMR0254","2FS  TOMMH0160","2FS  TOMMS0254","S","H","P",,"4.3","70","N","5000","25600",,,"0000","33857",,,"W",,"1",,,"ALSO SEE 025204","R-Deadman R","H-Spius Creek H","S-Deadman R","N","25600","0","0","33857","0"
"181583","12","1","1","2009","20110426","20110427","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","18.27","116","N","5000","53677",,,"0000","8257","5000","817","B","0.012","30","324",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","53677","0","817","8257","0"
"184722","12","1","1","2000","20020415","20020417","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.35","108","N","5000","24132",,,"0000","26581","5000","171","B","0.007","30","300",,"SEE ALSO 184723 & 24. SCATTER RELEASED FROM DAM TO SUNSHINE VALLEY RD EAST.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","24132","0","171","26581","0"
"180189","12","1","1","2007","20090423","20090427","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"17.82","115","N","5000","40260",,,"5000","407","0000","182","B","0.01","30","300",,"ALSO SEE TAGCODES 180183 & 180184","R-Nicola R","H-Spius Creek H","S-Nicola R","N","40260","0","407","182","0"
"185236","12","1","1","2005","20070424","20070425","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"16.69","112","N","5000","26102",,,"5000","1130",,,,"0.0415","30","313",,"RELEASE SITES: NICOLA RANCH, RIVER RANCH, NORGARDS","R-Nicola R","H-Spius Creek H","S-Nicola R","N","26102","0","1130","0","0"
"185936","12","1","1","2006","20080423","20080425","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P",,"14.03","107","N","5000","44845",,,"0000","2230","5000","1245","B","0.027","30","300",,"ALSO SEE TAGCODES 185935 & 185926.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","44845","0","1245","2230","0"
"180857","0","1","1","1993","19950504","19950515","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","B",,"32.5","142","N","5000","20423",,,,,,,,,"1","100",,"REL'D COLDWATER SMOLT POND- AFS","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","20423","0","0","0","0"
"!03NOCN05123",,"1","1","2005","20060614","20060614","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","F","H","B",,"2.78","63","N",,,,,"0000","19000",,,"W",,,,,"RELEASED TO 9 SITES IN UPPER SPIUS AND MAKA CREEKS.","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","19000","0"
"!03NOCN05124",,"1","1","2005","20060620","20060620","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","F","H","B",,"2.35","59","N",,,,,"0000","30000",,,"W",,,,,"RELEASED DOWNSTREAM OF SPIUS CR CONFLUENCE AT 11 SITES.","R-Nicola R","H-Spius Creek H","S-Nicola R","N","0","0","0","30000","0"
"020739","0","1","1","1989","19910408","19910411","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"19","117","N","5000","23968",,,"0000","33570","5000","21","W","0.0009","105","1055",,"TIME OF RELEASE: NORMAL 1+ SM. SEE ALSO 020738","R-Nicola R","H-Spius Creek H","S-Nicola R","N","23968","0","21","33570","0"
"020740","0","1","1","1989","19910307","19910313","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"18.5","116","N","5000","25138",,,"0000","21526",,,"W",,"105","1000",,"TIME OF RELEASE:1+ SM RELEASE 1 MONTH EARLIER THAN NORMAL. SEE ALSO 020741","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25138","0","0","21526","0"
"020741","0","1","1","1989","19910307","19910313","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"18.5","116","N","5000","25204",,,"0000","21582",,,"W",,"105","1000",,"TIME OF RELEASE:1+ SM RELEASE 1 MONTH EARLIER THAN NORMAL. SEE ALSO 020740","R-Nicola R","H-Spius Creek H","S-Nicola R","N","25204","0","0","21582","0"
"!03NOCN9360",,"1","1","1993","199405","199405","2FS  TOMMR0253","2FS  TOMMH1925","2FS  TOMMS0253","S","H","B","FR",,,"N",,,,,"0000","80",,,"B",,,,,,"R-Nicola R","H-Merritt Schools","S-Nicola R","N","0","0","0","80","0"
"!03NOCN9116",,"1","1","1991","19930429","19930430","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","B",,"15.8","110","N",,,,,"0000","69448",,,"W",,,,,"YEARLING RELEASE","R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","69448","0"
"!03NOCN04135",,"1","1","2004","20060412","20060413","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","Y","H","P",,"16.13","111","N",,,,,"0000","58930",,,"B",,,,,"RELEASED IN UPPER RIVER.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","58930","0"
"!03NOCN0780",,"1","1","2007","20080501","20080501","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"1.24","46","N",,,,,"0000","9837",,,"B",,,,,"RELEASED AT BRODIE, HOLE IN FENCE, JULIET, BEDROCK HOLE, UPPER HIGHWAYS YARD.","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","9837","0"
"182242","0","1","1","1994","19960508","19960515","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B",,"17",,"N","5000","329",,,,,,,,,,,,"ESTIMATED RELEASE NUMBER FROM SPAHOMIN SM POND AFTER FREEZE KILLED MOST FISH","R-Nicola R","H-Spius Creek H","S-Nicola R","N","329","0","0","0","0"
"181930","0","1","1","2012","20140425","20140428","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.52","109","N","5000","2860",,,"5000","52",,,"B","0.0179","205","1115",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","2860","0","52","0","0"
"181931","0","1","1","2012","20140422","20140423","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.08","108","N","5000","1272",,,"0000","172","5000","10","B","0.0081","197","1113",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","1272","0","10","172","0"
"182399","12","1","1","2012","20140425","20140428","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.52","109","N","5000","52018",,,"5000","948",,,"B","0.0179","205","1115",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","52018","0","948","0","0"
"183896","12","1","1","2015","20170501","20170503","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","16.21",,"N","5000","12587",,,"5000","1306",,,"B","0.094",,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","12587","0","1306","0","0"
"183278","12","1","1","2013","20150420","20150421","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","B","MX","16.92","114","N","5000","57461",,,"5000","430","0000","411","W","0.0074","196","539",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","57461","0","430","411","0"
"022823","0","1","1","1984","19850409","19850413","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","S","H","P",,"5.6",,"N","5000","35236",,,"0000","9881","5000","811",,"0.0225","1",,,"CONTROL FOR IMPRINT GROUP","R-Nicola R","H-Spius Creek H","S-Nicola R","N","35236","0","811","9881","0"
"!03NOCN1589",,"1","1","2015","20170421","20170425","2FS  TOMMR0160","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P","FR","16.43",,"N",,,,,"0000","64791",,,"B",,,,,,"R-Spius Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","64791","0"
"022817","0","1","1","1984","19850404","19850405","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","S","H","P",,"6.1",,"N","5000","22227",,,"0000","2340","5000","787",,"0.0342","1",,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","22227","0","787","2340","0"
"182587","12","1","1","2015","20170420","20170420","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR",,,"N","5000","10178",,,"5000","1057",,,"B","0.0941",,,,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","10178","0","1057","0","0"
"182585","12","1","1","2015","20170420","20170420","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","16.21",,"N","5000","20345",,,"5000","2113",,,"B","0.0941","180","3316",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","20345","0","2113","0","0"
"183597","12","1","1","2014","20160419","20160421","2FS  TOMMR0253","2FS  TOMMH0160","2FS  TOMMS0253","Y","H","P","FR","14.96",,"N","5000","56856",,,"5000","964",,,"B","0.0167","190","300",,,"R-Nicola R","H-Spius Creek H","S-Nicola R","N","56856","0","964","0","0"
"!03NOCN03116",,"1","1","2003","20050427","20050428","2FS  TOMMR6683","2FS  TOMMH0160","2FS  TOMMS0160","Y","H","P",,"15.9","111","N",,,,,"0000","25634",,,"W",,,,,"RELEASED ABOVE UPPER MAKA CREEK BRIDGE.","R-Maka Cr","H-Spius Creek H","S-Spius Cr","N","0","0","0","25634","0"
"!03NOCN0475",,"1","1","2004","20050504","20050504","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"1.29","49","N",,,,,"0000","24780",,,"B",,,,,"RELEASED AT 7 DIFFERENT SITES IN THE UPPER COLDWATER R","R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","24780","0"
"!03NOCN0044",,"1","1","2000","20010529","20010529","2FS  TOMMR1387","2FS  TOMMH0160","2FS  TOMMS1387","F","H","B",,"1.83","56","N",,,,,"0000","22384",,,"W",,,,,,"R-Coldwater R","H-Spius Creek H","S-Coldwater R","N","0","0","0","22384","0"
