"","brood_year","wild_recruits","total_spawners","wild_spawners","hatchery_spawners","CV","recruits_per_spawner","jan_mean_flow","feb_mean_flow","mar_mean_flow","apr_mean_flow","may_mean_flow","jun_mean_flow","jul_mean_flow","aug_mean_flow","sep_mean_flow","oct_mean_flow","nov_mean_flow","dec_mean_flow","sep_oct_Q10_flow","jan_feb_max_flow","ice_days","sep_dec_max_flow","jan_mean_flow_rear","feb_mean_flow_rear","mar_mean_flow_rear","apr_mean_flow_rear","may_mean_flow_rear","jun_mean_flow_rear","jul_mean_flow_rear","aug_mean_flow_rear","sep_mean_flow_rear","oct_mean_flow_rear","nov_mean_flow_rear","dec_mean_flow_rear","sep_oct_Q10_flow_rear","jan_feb_max_flow_rear","ice_days_rear","sep_dec_max_flow_rear","smolt_age3_survival"
"13",2002,7685,12887,9302,3585,0.03,0.596337394273299,1.88769174232131,-0.652298891441051,-0.737752469453806,-0.482598762460392,0.61266675844671,1.56951498855569,0.346455208073108,-0.129781124463677,-0.680371949578792,-0.963490333494707,-0.781659985430866,-0.798914891118249,-0.466864209227584,0.00367886838815639,-1.00208354120461,-0.812333257831655,-0.649048444900163,-0.334776489960373,-0.292321383696255,-0.351692163243779,-1.07518984710468,-0.65754412983359,-0.905355010357186,-0.935336948614216,-1.37846812584239,3.37613065189976,-0.585635420096062,-0.741152440406475,-1.33066072899167,-0.635874514150704,0.279332799763138,2.08792754812501,-0.439495301807466
"14",2003,1282,14491,10632,3859,0.03,0.0884687047132703,-0.696784457232665,-0.419873531095495,-0.362717665783126,-0.407767580358988,-0.970485946631093,-0.587500124344197,-0.891025285813289,-0.916694007365813,-1.39964467676985,3.37611440793822,-0.56273900517899,-0.662972519242521,-1.35163327544285,-0.607896586449231,0.182197007491748,2.08236825650815,-0.83117209094596,-0.549700830891808,-0.0141515242583983,0.467156220950303,-1.08782443381975,-1.00761959562128,-1.02939201715753,-0.788652136112429,0.624133898841009,-0.459789412690557,0.0546575490259698,2.06855641381545,0.0779467612607031,2.82176892061971,-0.855188110044068,0.616328605061958,-0.796565050276852
"15",2004,4986,10152,9338,814,0.06,0.49113475177305,-0.880927491050287,-0.615516247122431,-0.10082095720728,0.403467134095438,-0.982832293592857,-0.925740475977868,-1.01430923723118,-0.770975756090779,0.616326416292066,-0.45992848243132,0.0726059277765259,2.16027151146106,0.0639972305015752,2.88735653655294,-0.910985037458738,0.628903214647136,2.54824128961582,2.84545952644285,0.593118306304408,-0.153703793234488,-1.30324389288377,-1.32882552264565,-0.696746473815232,-0.839755611705254,-0.90344979597993,-0.00418414040130805,-0.465081382577932,0.56313017638023,-1.09334105227158,0.20242246057022,-0.161869776272998,-0.211445884751523,-0.205542553023517
"16",2005,1115,3248,2705,543,0.07,0.343288177339901,2.53595683963146,2.47505223282392,0.470923120901014,-0.211620110436503,-1.19333727043922,-1.2360872906542,-0.683683256625233,-0.821742491722473,-0.92145519634692,-0.00430862170653365,-0.443116581416478,0.647593202419495,-1.11313037356943,0.239518762811944,-0.24292934332233,-0.188670954700908,0.982687700789253,-0.545454857466052,-0.502708480911271,-0.633303183606367,-0.0126222783098594,-0.162514191221707,-0.791403829748247,-0.762610688101643,-0.859804562165659,-0.93344927943325,1.86547418908221,-0.37696626232915,-1.06271918205231,-0.25887950818828,0.625991966648673,1.66342783744011,-0.730253063636716
"17",2006,3518,5087,4442,645,0.06,0.691566738745823,0.953044385868603,-0.611651195032041,-0.560796955893091,-0.686760175448382,0.0678406856922101,-0.109205822489788,-0.777765927363782,-0.74510590494477,-0.877518593549662,-0.93360351571587,1.86942899511212,-0.297031951494163,-1.08235582925425,-0.226800907613313,0.516224854559951,1.66309947905417,0.0644838070804748,0.610254445983439,3.65186994101558,1.21069867028563,-0.287243724608735,-0.170750247437711,-0.0240964673349428,-0.329181849763143,-0.361458581349841,0.758212667477945,-0.316092889415243,1.71888213925661,-0.189995150720143,-0.630041979238279,1.28779583070288,0.955928319631948,0.438732529419398
"18",2007,2367,1009,896,113,0.1,2.34588701684836,0.0246594434313626,0.44037532781113,3.35073543090726,1.14009610987946,-0.200515670998296,-0.117163439697575,-0.0151170532046302,-0.314533091729452,-0.375845730302103,0.758112598042735,-0.29527943691466,1.80891275524849,-0.205280582548534,-0.602000609535397,1.15391438078107,0.964318183297539,-0.794288047143257,-0.418576062902764,-0.592216913376855,-1.44598639353766,0.42534617431245,-0.0547519849895908,-0.340679398891502,-0.198801750528923,-0.00401907740472156,-0.343870622044076,-0.252741879951228,-0.820707956961142,-0.0828182399112062,-0.810320898804965,1.28779583070288,-0.680164315299432,-0.486319684210501
"19",2008,6645,4411,3571,840,0.08,1.50646111992745,-0.843634476811027,-0.496155147134402,-0.64506907617202,-1.4918870395618,0.495817523900212,-0.0050867679117762,-0.329777941600437,-0.185012115853068,-0.0160200142636533,-0.344005980076683,-0.232417989418571,-0.742911277624909,-0.0975693105838844,-0.784240469866385,1.15391438078107,-0.651613563139678,-0.978777851986518,-1.08247483848915,-0.913432029534851,-1.52416800520384,-1.46650062437214,-1.00718610940497,-1.0168407642923,-0.833187630433666,-1.32616909203377,-0.577965018879714,0.571823716056593,-0.201782235980746,-1.46845932749912,-0.00436813992178245,-0.350956594574199,-0.335258300367952,-0.44544984754658
"20",2009,4312,538,431,107,0.11,8.01486988847584,-1.03016990540505,-1.10049320889035,-0.947492860821418,-1.56934171693534,-1.35286953661096,-0.925321644769853,-1.00183418572529,-0.815217789342045,-1.3469965025177,-0.578107872591642,0.5857755541266,-0.121004013254379,-1.49011890829192,0.0304788470968767,-0.425126350814078,-0.310957681458319,0.501524918792469,-0.0681130789418462,-0.213608115675299,0.318820107812716,0.144497669900628,0.948572243044267,0.264974559242161,0.0329210754177421,2.03978256692564,0.02255582867614,-0.286188276668148,-0.420328640693983,1.11143579376479,-0.237670244355028,1.25628136098601,-0.726151790704203,-0.235179951134108
"21",2010,7082,5257,2853,2404,0.06,1.34715617272208,0.466546468872506,-0.177133440463716,-0.288609184520647,0.25651025330134,0.22137617038731,0.964317754422194,0.27219896091216,0.0451838015125814,2.04142574087775,0.0224322035820666,-0.26560592010732,-0.34060321891985,1.10263901829275,-0.205360945093097,1.12354821286578,-0.697034354027957,0.0690073223873638,-0.0980780944814835,-0.494417530883447,-1.25143232462012,0.683001217151613,2.00417370495828,1.42895381401928,0.89828075000424,0.555279777581535,0.18887706246781,-0.551654418551364,-0.1958849687999,0.0320139559317988,-0.110414560221782,-0.697615761459734,-0.547508155710401,-0.70589355834034
"22",2011,4703,2731,2153,578,0.07,1.72207982424021,0.0292331154954587,-0.204410188181343,-0.55299103282277,-1.29914193852627,0.747594540994514,1.98423215733369,1.42911144694436,0.90484129675014,0.54701263532791,0.188758762963113,-0.529020600965086,-0.115078337239667,0.017835414028802,-0.0767210677380044,-0.759154197882282,-0.520592070185309,0.181260057298345,-0.19401069570777,-0.627749555892202,0.791943993210047,0.593025009429759,0.884331047552552,1.45304770319835,0.336488323381874,0.300933311692705,-0.269395383033271,0.415350720253336,-0.806022569622278,-0.350759786850564,-0.76419071204249,1.28779583070288,-0.239745838474885,-0.248442348462135
"23",2012,1901,5702,5121,581,0.09,0.33339179235356,0.142730509214644,-0.291736335504169,-0.678523031753612,0.725235022722027,0.659671009826498,0.902248381741095,1.45305905693305,0.346750731062081,0.290968190882986,-0.269528356376127,0.430511745491803,-0.728155146547228,-0.366846756772486,-0.73760851304724,1.15391438078107,-0.216622179874783,-0.936604782381148,-0.764107099605787,-0.0317148100879822,0.940921448790557,1.17123721278493,0.0572582869475158,0.168598877840417,-0.340877455583508,0.479653070393181,0.297341458558533,-0.824337776992126,-1.00225179865602,0.621485505214975,-0.663446607700804,2.01262863419081,-0.77390798791453,-0.477151037078115
"24",2013,1011,3445,1974,1471,0.07,0.293468795355588,-0.987529220622243,-0.810687369028005,-0.117356777298789,0.872827282743337,1.22469214119696,0.103136736644146,0.176408397028883,-0.326151630817983,0.470881055675042,0.297226632073019,-0.79959672539792,-0.925329668272717,0.610245942388323,-0.635768588842413,1.85233624283277,-0.744202071499236,-0.680643434693539,-0.547553243526465,-0.317769530947371,-0.478719173114878,0.58670772640017,-0.167109060781972,-0.564771542538386,-0.373774949617064,-0.655311520403421,-0.247100680902036,-0.208703557818627,0.910376113044669,-0.480903100323945,NA,-0.5400434128754,-0.372401998063916,-0.369732385250343
